#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1711569324489466190,0.024434609338599998,0.319395244122,0.0802851468325,1.0010695409600001,-10.0167861318,-0.500690233038
1711569324491962910,0.0157079622149,0.329867213964,0.06457718461749999,0.9813394470569999,-9.78988998449,-0.609205846925
1711569324494459152,0.00523598771542,0.336848556995,0.0488692186773,0.9616131213179999,-9.56303717105,-0.7177007359049999
1711569324496955633,-0.00174532923847,0.34382987022399997,0.038397245109099996,0.941884911498,-9.33616269068,-0.826205987339
1711569324499451876,-0.0069813169539,0.35255649685900003,0.038397245109099996,0.957677940938,-9.21825122833,-0.883782383328
1711569324501948357,0.0,0.36302846670199995,0.0418879017234,1.0119201305,-9.21825122833,-0.886247948978
1711569324504444599,0.0139626339078,0.368264466524,0.04537855833769999,1.06615713982,-9.21825122833,-0.888713279163
1711569324506941080,0.022689279168799998,0.370009809732,0.0558505356312,1.1203993293799999,-9.21825122833,-0.891178844814
1711569324509437561,0.0174532923847,0.368264466524,0.0750491544604,1.0333530341700001,-9.29385471262,-0.806886444542
1711569324511933804,0.0069813169539,0.368264466524,0.0942477807403,0.8065164285449999,-9.44425723598,-0.636758975335
1711569324514430285,-0.00174532923847,0.373500466347,0.10471975803400001,0.579658157529,-9.59467412443,-0.46661525708499996
1711569324516926527,-0.012217304669299999,0.38397243619000004,0.0994837656617,0.3528215519,-9.745076647789999,-0.296487787878
1711569324519422770,-0.022689279168799998,0.401425719261,0.0820304751396,0.236098099277,-9.82941126202,-0.341404849578
1711569324521919250,-0.033161256462300004,0.41713368892700003,0.0593411922455,0.218837142407,-9.85406972901,-0.5805923953059999
1711569324524415493,-0.0401425734162,0.42586034536399997,0.0418879017234,0.201577833991,-9.87872584108,-0.819757098178
1711569324526911974,-0.0366519130766,0.429351001978,0.033161256462300004,0.184316877122,-9.903384308069999,-1.05894464391
1711569324529409170,-0.024434609338599998,0.42760565876999995,0.0279252678156,0.177872495458,-9.95645996991,-1.10882078343
1711569324531905413,-0.0069813169539,0.420624345541,0.024434609338599998,0.18033834726700002,-10.032901259800001,-1.00278912192
1711569324534401894,0.00349065847695,0.406661719084,0.024434609338599998,0.182804434592,-10.109349850700001,-0.8967473332189999
1711569324536898136,0.00349065847695,0.392699092627,0.0314159244299,0.185270286401,-10.185791140700001,-0.790715671706
1711569324539394617,0.0,0.380481779575,0.0349065847695,0.20324512332699998,-10.1409843138,-0.76363404558
1711569324541890860,-0.008726646192370001,0.375245779753,0.024434609338599998,0.232832506507,-10.0053754577,-0.7956870512049999
1711569324544387102,-0.0157079622149,0.373500466347,0.00523598771542,0.262419889687,-9.869766601539999,-0.827740056831
1711569324546883583,-0.024434609338599998,0.373500466347,-0.00523598771542,0.292010098787,-9.73414479328,-0.859796123871
1711569324549379826,-0.026179939508400002,0.371755123138,-0.00349065847695,0.37291221893200005,-9.67769689468,-0.8610631333059999
1711569324551876307,-0.0209439508617,0.36651915311800004,0.00349065847695,0.488818349439,-9.6752308111,-0.8413344347059999
1711569324554372549,-0.0069813169539,0.36302846670199995,0.0191986225545,0.604713410694,-9.672764963039999,-0.821607620233
1711569324556868792,0.00523598771542,0.36302846670199995,0.0366519130766,0.7206084719499999,-9.67029911497,-0.8018808057600001
1711569324559365034,0.0174532923847,0.36477380990999997,0.0558505356312,0.714655775691,-9.654125188150001,-0.736460141408
1711569324561861277,0.0191986225545,0.36302846670199995,0.07155849784610001,0.633280692957,-9.62946611532,-0.642755499775
1711569324564357758,0.012217304669299999,0.36302846670199995,0.0855211317539,0.5518978380080001,-9.60480468727,-0.54904190832
1711569324566854000,0.00349065847695,0.36477380990999997,0.0942477807403,0.470522755274,-9.58014561444,-0.45533726668700003
1711569324569350243,-0.00174532923847,0.371755123138,0.09599310904740001,0.367029908691,-9.493860275489999,-0.518078041806
1711569324571846485,-0.008726646192370001,0.378736436367,0.08901178836819999,0.25114320337900004,-9.37304218532,-0.6684842069370001
1711569324574342728,-0.0157079622149,0.38397243619000004,0.07679449021819999,0.135256498067,-9.25222409515,-0.8188903720690001
1711569324576839209,-0.024434609338599998,0.390953749418,0.0628318488598,0.019358724301900002,-9.13139446553,-0.969310902641
1711569324579335451,-0.0279252678156,0.396189749241,0.04537855833769999,0.0425790127199,-9.2167854154,-0.9380596189329999
1711569324581831455,-0.024434609338599998,0.404916375875,0.024434609338599998,0.136274697973,-9.40664262065,-0.8147758060320001
1711569324584327936,-0.0157079622149,0.415388345718,0.00174532923847,0.22998828287099998,-9.59653609625,-0.6914684409649999
1711569324586824179,-0.012217304669299999,0.418879032135,-0.012217304669299999,0.32369291794599997,-9.78641143668,-0.568172851981
